5884.385962,18847.02076
5204.18946,18502.2031
4507.823093,18147.54758
3613.414336,17680.35632
3539.53706,17642.58388
3274.181393,17510.67157
3085.884224,17416.61499
2956.013868,17318.71961
2893.684931,17264.2351
2821.37157,17136.12465
2749.250915,16883.44694
2752.929565,16860.47787
2458.203794,16149.08848
2366.326307,15961.33969
2290.316811,15727.00893
2227.818598,15548.76537
2164.313572,15372.13706
2050.965908,15162.07489
2026.222399,15121.63206
1919.567813,14856.28295
1795.387489,14548.63715
1686.793718,14277.47747
1596.264839,13993.23714
1554.589299,13913.08111
1470.776969,13681.81821
1429.021663,13592.94827
1380.20521,13502.53977
1345.53044,13388.3183
1235.976744,13053.27388
1193.935556,12999.14036
1182.509659,12951.55665
1149.773944,12902.03388
1131.048921,12786.05236
1067.652733,12645.11127
1048.795884,12619.54533
1023.676972,12577.07791
954.839174,12424.66753
923.129191,12349.19698
868.515959,12193.67792
846.924062,12142.09549
831.885408,12081.90088
809.352283,11995.23312
783.730335,11937.36179
594.722867,11541.0124
527.972448,11364.2735
485.257934,11251.17584
419.303277,11072.7357
373.498392,10949.85198
261.77981,10719.72951
232.92019,10630.67597
188.237421,10543.68683
139.478243,10407.99047
81.049481,10244.21425
28.494946,10139.20785
8.22674,10022.48194
0,9900.419522
0,9812.109756
4.572501,9411.481233
15.549211,9297.850384
19.547921,9191.07082
32.189127,8863.647354
31.038006,8795.795396
45.942955,8478.386086
30.748054,8377.96429
55.707197,8255.477822
69.204918,7906.567313
74.413703,7565.641804
86.281246,7445.388264
87.16024,7299.797208
96.612722,7052.402695
96.593686,6839.683825
104.183595,6642.553347
124.994227,6315.251572
124.994227,6097.995782
136.442702,5923.231008
184.751456,5781.637102
235.098837,5687.213413
305.482069,5616.904
447.606235,5474.928982
570.85501,5361.280235
749.153854,5197.829959
819.479217,5127.578378
898.986669,5061.391678
1079.940153,4884.393939
1158.076365,4808.501312
1467.586236,4523.694579
1521.106431,4467.340605
1579.133197,4418.069603
1815.228347,4197.422563
2110.168834,3922.912662
2490.58028,3569.860286
2576.898476,3490.818308
2657.101892,3416.421819
2729.256274,3343.965115
3058.570857,3010.686371
3250.826952,2811.021237
